SampleID,ChromatographyAndPhase,MassSpectrometer,HealthStatus
MSV000085120/ccms_peak/Plate 5/BAX425_2x_GG7_01_23675.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX426_2x_GG8_01_23676.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX427_2x_GG9_01_23677.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX428_2x_GG10_01_23678.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX429_2x_GG11_01_23679.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX431_2x_GH2_01_23684.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX432_2x_GH3_01_23685.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX433_2x_GH4_01_23686.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX434_2x_GH5_01_23687.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX435_2x_GH6_01_23688.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX436_2x_GH7_01_23691.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX437_2x_GH8_01_23692.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX438_2x_GH9_01_23693.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX439_2x_GH10_01_23694.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 5/BAX440_2x_GH11_01_23695.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6 Blanks/blank_C12_BC12_01_23767.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6 Blanks/blank_D12_BD12_01_23783.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6 Blanks/blank_E12_BE12_01_23801.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6 Blanks/blank_F12_BF12_01_23819.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6 Blanks/blank_G12_BG12_01_23837.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6 Blanks/blank_H12_BH12_01_23855.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX441_2x_BA1_01_23707.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX442_6x_BA2_01_23708.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX443_2x_BA3_01_23709.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX444_2x_BA4_01_23710.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX445_6x_BA5_01_23711.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX446_6x_BA6_01_23712.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX447_6x_rerun_BA7_01_23730.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX448_2x_BA8_01_23714.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX449_6x_rerun_BA9_01_23731.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX450_2x_BA10_01_23716.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX451_6x_rerun_BA11_01_23733.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX452_6x_BB1_01_23737.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX453_6x_BB2_01_23738.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX454_2x_BB3_01_23739.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX455_6x_BB4_01_23740.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX456_2x_BB5_01_23741.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX457_6x_BB6_01_23742.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX458_6x_BB7_01_23746.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX459_6x_BB8_01_23747.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX460_2x_BB9_01_23748.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX461_6x_BB10_01_23749.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX462_2x_BB11_01_23750.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX463_2x_BC1_01_23754.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX464_2x_BC2_01_23755.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX465_6x_BC3_01_23756.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX466_6x_BC4_01_23757.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX467_6x_BC5_01_23758.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX468_2x_BC6_01_23759.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX469_6x_BC7_01_23762.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX470_2x_BC8_01_23763.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX471_2x_BC9_01_23764.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX472_2x_BC10_01_23765.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX473_6x_BC11_01_23766.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX474_6x_BD1_01_23770.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX476_2x_BD3_01_23772.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX477_6x_BD4_01_23773.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX478_6x_BD5_01_23774.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX479_2x_BD6_01_23775.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX480_2x_BD7_01_23778.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX481_6x_BD8_01_23779.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX482_2x_BD9_01_23780.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX483_2x_BD10_01_23781.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX484_2x_BD11_01_23782.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX485_2x_BE1_01_23788.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX486_6x_BE2_01_23789.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX487_2x_BE3_01_23790.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX488_6x_BE4_01_23791.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX489_2x_BE5_01_23792.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX490_2x_BE6_01_23793.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX491_2x_BE7_01_23796.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX492_2x_BE8_01_23797.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX493_2x_BE9_01_23798.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX494_2x_BE10_01_23799.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX495_2x_BE11_01_23800.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX496_2x_BF1_01_23804.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX497_2x_BF2_01_23805.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX498_2x_BF3_01_23806.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX499_6x_BF4_01_23807.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX500_6x_BF5_01_23808.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX501_2x_BF6_01_23809.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX502_2x_BF7_01_23814.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX503_6x_BF8_01_23815.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX504_2x_BF9_01_23816.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX505_6x_BF10_01_23817.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX506_2x_BF11_01_23818.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX508_2x_BG2_01_23823.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX509_6x_BG3_01_23824.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX510_2x_10ul_BG4_01_23830.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX511_2x_10ul_BG5_01_23831.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX512_2x_BG6_01_23827.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX513_6x_BG7_01_23832.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX515_6x_BG9_01_23834.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX516_6x_BG10_01_23835.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX517_6x_BG11_01_23836.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX518_2x_BH1_01_23840.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX519_6x_BH2_01_23841.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX520_6x_BH3_01_23842.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX521_6x_BH3_01_23845.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX522_6x_BH4_01_23846.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX523_6x_BH5_01_23847.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX524_6x_BH6_01_23848.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX525_6x_BH7_01_23851.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX526_6x_BH8_01_23852.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX527_6x_BH9_01_23853.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 6/BAX528_2x_BH10_01_23854.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7 Blanks/blank_A12_GA12_01_23876.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX529_6x_GA1_01_23863.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX530_6x_GA2_01_23864.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX531_6x_GA3_01_23865.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX532_2x_GA4_01_23866.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX533_2x_GA5_01_23867.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX534_6x_GA6_01_23868.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX535_6x_GA7_01_23871.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX536_6x_GA8_01_23872.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX537_6x_GA9_01_23873.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX538_6x_GA10_01_23874.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX539_6x_GA11_01_23875.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX540_6x_GB1_01_23879.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX541_2x_GB2_01_23880.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX542_6x_GB3_01_23881.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX543_6x_GB4_01_23882.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX544_6x_GB5_01_23883.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX545_2x_GB6_01_23884.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX546_2x_GB7_01_23887.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX547_2x_GB8_01_23888.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX548_2x_GB9_01_23889.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX549_6x_GB10_01_23890.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX550_6x_GB11_01_23891.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX551_6x_GC1_01_23895.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX552_2x_GC2_01_23896.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX553_2x_GC3_01_23897.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX554_2x_GC4_01_23898.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX555_2x_GC5_01_23899.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX556_2x_GC6_01_23900.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX557_2x_GC7_01_23903.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX558_2x_GC8_01_23904.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX559_2x_GC9_01_23905.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX560_2x_GC10_01_23906.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX561_2x_GC11_01_23907.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX562_2x_GD1_01_23911.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX563_2x_GD2_01_23912.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX564_2x_GD3_01_23913.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX566_6x_GD5_01_23916.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX567_6x_GD6_01_23917.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX568_2x_GD7_01_23920.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX569_2x_GD8_01_23921.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX570_2x_GD9_01_23922.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX571_2x_GD10_01_23923.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX572_2x_GD11_01_23924.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX574_2x_GE2_01_23931.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX575_6x_GE3_01_23932.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX576_6x_GE4_01_23933.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX577_2x_GE5_01_23934.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX578_6x_GE6_01_23935.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX579_2x_GE7_01_23938.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX580_2x_GE8_01_23939.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX581_2x_GE9_01_23940.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX582_6x_GE10_01_23941.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX584_2x_GF1_01_23946.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX585_2x_GF2_01_23947.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX586_6x_GF3_01_23948.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX587_6x_GF4_01_23949.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX588_6x_GF5_01_23950.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX589_2x_GF6_01_23951.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX591_6x_GF8_01_23955.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX592_6x_GF9_01_23956.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX593_6x_GF10_01_23957.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX595_2x_GG1_01_23962.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX596_2x_GG2_01_23963.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX597_2x_GG3_01_23964.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX598_2x_GG4_01_23965.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX599_6x_GG5_01_23966.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX600_2x_GG6_01_23967.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX601_2x_GG7_01_23970.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX603_2x_GG9_01_23972.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX604_2x_GG10_01_23973.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX605_6x_GG11_01_23974.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX606_2x_GH1_01_23978.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX607_2x_GH2_01_23979.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX608_6x_GH3_01_23980.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX609_2x_GH4_01_23981.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX610_6x_GH5_01_23982.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX611_6x_GH6_01_23983.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX612_2x_GH7_01_23986.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX613_2x_GH8_01_23987.mzML,reverse phase (polar-C18),Other Instruments,unknown
MSV000085120/ccms_peak/Plate 7/BAX614_2x_GH9_01_23988.mzML,reverse phase (polar-C18),Other Instruments,unknown
